pool,name,dex,base_id,quote_id,subject_id,subject_cap,bucket,reason,h24,vol_30d
0xe6d67ee3e0543dd6e418ffd1e2e2e1a776bfdc4c7b0ae7bbfe2143608be8d822,"$GTRADE / ETH",uniswap-v4-base,,ethereum,$GTRADE,316117,below,single_subject:gt_fdv,1029036,0
0xcdda470c1d4db08992c8fd4bc94a1271d38729eca0ca5a768accf24c8c5334f4,"XRP / ETH",uniswap-v4-base,,ethereum,XRP,279974,below,single_subject:gt_fdv,1028990,0
0x20487bf92395ee7a89b189d1a02c57d302353973a4006c4a4be1f6ba68105306,"Elon Coin / ETH",uniswap-v4-base,,ethereum,Elon Coin,335397,below,single_subject:gt_fdv,1026979,0
0x2acd533cb4b388c0a853fbfd1166700481214834397b912297e4d72855855c1d,"GCS / ETH",uniswap-v4-base,,ethereum,GCS,493869,below,single_subject:gt_fdv,1026231,0
0xae7c10da545fc8c56ff53c9e6add1f5459ca9e12e35353e086708227bd29d541,"HONTER / ETH",uniswap-v4-base,,ethereum,HONTER,469741,below,single_subject:gt_fdv,1025546,0
0xe8f16fbf4eafec04bcf0c06d768e7ba325f9d6de,"VCNT / USDC 0.3%",uniswap-v3-base,vicicoin,usd-coin,vicicoin,184820898,above,single_subject:cg_fdv,1021669,3639909
0x640da72b188d536528b12187078e645c293fdc44b22b4d62ba9ad9be8e090918,"StockPad / ETH",uniswap-v4-base,,ethereum,StockPad,363643,below,single_subject:gt_fdv,1020359,0
0xbfa62511be20ed040edc59042637e9e7bdb303977a1e5f80e388cb73e10812c8,"USELESSLAPTOP / ETH",uniswap-v4-base,,ethereum,USELESSLAPTOP,391240,below,single_subject:gt_fdv,1007002,0
0xb3f2ff0a2df8f00cc6d951b7c8e3e2ce48f28cbd90972b870104b6e13c014a43,"WOLF / ETH",uniswap-v4-base,,ethereum,WOLF,335015,below,single_subject:gt_fdv,996419,0
0x21e06bc0217b0275ec5c59db390be317e5cde38524c671468a42df195f921cb3,"AICAT / ETH",uniswap-v4-base,,ethereum,AICAT,338662,below,single_subject:gt_fdv,991911,0
0x67a11022b7b6ed66f81233f6c8ed6e48f7826530,"USDC / VVV 0.3%",uniswap-v3-base,usd-coin,venice-token,venice-token,1186629226,above,single_subject:cg_mcap,980316,16027366
0x8d479a4c680a76d4ae03f10203569558405ddfff,"O / USDC 0.012%",aerodrome-slipstream-3,o1-exchange,usd-coin,o1-exchange,87120548,below,single_subject:cg_mcap,974788,31368672
0x1d8063522229ab58d18b773c165f71402f1e09512f0088fc35ae9042a32c9aeb,"CYBER / ETH",uniswap-v4-base,,ethereum,CYBER,359734,below,single_subject:gt_fdv,970467,0
0x9a88983ec8aef72ad9a5dc50a8f1df49e6bdf776aa670f8e81f3ddf5d024d9af,"LAPTOP / ETH",uniswap-v4-base,,ethereum,LAPTOP,446283,below,single_subject:gt_fdv,966315,0
0xfb85e0e25ca6ca012e087bd7fd2d2f12ecd16f69c406d8f13eb6c82eecbef6e8,"Mooncoin / ETH",uniswap-v4-base,,ethereum,Mooncoin,321931,below,single_subject:gt_fdv,959490,0
0x592e01edeb601016a20a3e6cd5bf533ebbadbc8b,"CHIP / USDC 0.098%",aerodrome-slipstream-3,chip-2,usd-coin,chip-2,98167910,below,single_subject:cg_mcap,955917,8751643
0xa9ce3cef0cbb9f55bb15684baf01d32a8997f3211e594e0d6e6783f56235cac3,"chair / ETH",uniswap-v4-base,,ethereum,chair,390762,below,single_subject:gt_fdv,938700,0
0x1b008ad476bf014fa4c3efcde1a334aac36ab8777238ee665c2e2b5b87f4b702,"LAPCAT / ETH",uniswap-v4-base,,ethereum,LAPCAT,367380,below,single_subject:gt_fdv,937598,0
0xd3ed0e40b176f6309fe6292d18be7f1d10f2c1571d41ff88c1ac6b7ba4691afc,"STONKSZN / ETH",uniswap-v4-base,,ethereum,STONKSZN,395154,below,single_subject:gt_fdv,924800,0
0xb802f5a4dcf9b60ae125cf0cb6fdbfa575624fbb5717ccf542ed21fb2aafb83d,"FLYBOOK / WETH 0.01%",uniswap-v4-base,,weth,FLYBOOK,246552,below,single_subject:gt_fdv,923799,0
0xcc178621064bf24753c69fcabde71af9b8d7e9f6100076afa447ef7d940fbcf9,"CYBER / ETH",uniswap-v4-base,,ethereum,CYBER,359879,below,single_subject:gt_fdv,918096,0
0x9c087eb773291e50cf6c6a90ef0f4500e349b903,"VIRTUAL / WETH 0.05%",uniswap-v3-base,virtual-protocol,weth,virtual-protocol,423526790,above,single_subject:cg_mcap,916743,40696477
0x96d4b53a38337a5733179751781178a2613306063c511b78cd02684739288c0a,"ETH / USDC 0.05%",uniswap-v4-base,ethereum,usd-coin,,,above,both_quote,915851,19971802
0xecc9e8bc113ebabae593e9f7b9876d38d2bcddb815d7fe945bbc7548edb56743,"STKLYNX / ETH",uniswap-v4-base,,ethereum,STKLYNX,352849,below,single_subject:gt_fdv,915087,0
0x37ae30a535877773afcdda593a444a9f3de289044f34abe5f02b6483b2a06e51,"OCTN / ETH",uniswap-v4-base,,ethereum,OCTN,349209,below,single_subject:gt_fdv,912610,0
0xcdbe19a6ef1b633be744920c93ee40521d5cf2a6,"AERO / cbBTC 0.024%",aerodrome-slipstream-3,aerodrome-finance,coinbase-wrapped-btc,aerodrome-finance,588187647,above,single_subject:cg_mcap,906659,14672854
0xb42fde45ae745d67f4e2e3bc4dd455ef62354fc9b17fd4e066fdbe55ba1918f9,"MSFT / ETH",uniswap-v4-base,,ethereum,MSFT,371449,below,single_subject:gt_fdv,903689,0
0xe1735c80e40d12975d30f3f43135cd935757001fd0c99fdf3fc663d64015d93b,"WOLF / ETH",uniswap-v4-base,,ethereum,WOLF,331118,below,single_subject:gt_fdv,901046,0
0x72df4853268cf3024936061776dfc9d573211f6af7fbb23998e1146c86f4a9b0,"红尘飞 / ETH",uniswap-v4-base,,ethereum,红尘飞,455059,below,single_subject:gt_fdv,900880,0
0x7acbf75b340229e3f69eade0cef03e887db2f3aef078a7bd18806c71a66d2ffc,"LAPTOP / ETH",uniswap-v4-base,,ethereum,LAPTOP,287911,below,single_subject:gt_fdv,899279,0
